"LFS_COUNTRY","Country","PROG","Programmes","MEAS","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"CZE","Czech Republic","812","Unemployment assistance","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","812","Unemployment assistance","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","812","Unemployment assistance","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","812","Unemployment assistance","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","812","Unemployment assistance","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","812","Unemployment assistance","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","812","Unemployment assistance","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","812","Unemployment assistance","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","82","Partial unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","82","Partial unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","82","Partial unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","82","Partial unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","82","Partial unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","82","Partial unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","82","Partial unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","82","Partial unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","83","Part-time unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","83","Part-time unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","83","Part-time unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","83","Part-time unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","83","Part-time unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","83","Part-time unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","83","Part-time unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","83","Part-time unemployment benefits","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","84","Redundancy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.01,,
"CZE","Czech Republic","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.01,,
"CZE","Czech Republic","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"CZE","Czech Republic","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"CZE","Czech Republic","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","85","Bankrupcy compensation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.02,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.1,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.1,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.11,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.11,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.11,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.12,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.13,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.1,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.28,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.28,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.27,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.28,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.33,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.31,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.29,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.25,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.28,,
"DNK","Denmark","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.32,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.38,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.5,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.46,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.68,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.83,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.67,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.73,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.82,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.75,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.73,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.68,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.6,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.52,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.49,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.42,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.37,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.35,,
"DNK","Denmark","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.46,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.51,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.68,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.59,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.53,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.34,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.33,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.32,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.36,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.35,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.37,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.36,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.33,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.3,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.23,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.19,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.12,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.12,,
"DNK","Denmark","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.18,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.26,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.33,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.32,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.29,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.21,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.21,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.28,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.4,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.4,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.42,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.49,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.5,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.49,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.5,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.56,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.54,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.59,,
"DNK","Denmark","50","Integration of the disabled","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.66,,
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.02,,
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.01,,
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.01,,
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.01,,
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.05,,
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.18,,
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.16,,
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.12,,
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.06,,
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0,"n","Nil or less than 0.005"
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0,"n","Nil or less than 0.005"
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0,"n","Nil or less than 0.005"
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"DNK","Denmark","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.1,,
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.1,,
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.09,,
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.08,,
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",0.07,,
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.05,,
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.04,,
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.02,,
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0,"n","Nil or less than 0.005"
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0,"n","Nil or less than 0.005"
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0,"n","Nil or less than 0.005"
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0,"n","Nil or less than 0.005"
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"DNK","Denmark","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",4.24,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",4.71,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",4.28,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",3.42,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",2.82,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",2.44,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",1.97,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",1.68,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",1.54,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",1.46,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",1.51,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",1.85,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",1.89,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",1.63,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",1.26,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.95,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.71,,
"DNK","Denmark","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",1.24,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",0.6,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",0.65,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",0.62,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",0.81,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",1.02,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",0.97,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",0.91,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",0.83,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",0.78,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",0.75,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",0.74,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",0.75,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.7,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.65,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.55,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.51,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.47,,
"DNK","Denmark","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.42,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",6.21,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",7.07,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",6.49,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",5.93,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",5.46,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",4.97,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",4.53,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",4.32,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",4.17,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",4.02,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",4.05,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",4.3,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",4.23,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",3.81,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",3.26,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",2.73,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",2.51,,
"DNK","Denmark","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",3.27,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1992","1992",1.37,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1993","1993",1.72,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1994","1994",1.58,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1995","1995",1.7,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1996","1996",1.62,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1997","1997",1.56,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1998","1998",1.65,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","1999","1999",1.81,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2000","2000",1.84,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2001","2001",1.8,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2002","2002",1.8,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2003","2003",1.7,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",1.64,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",1.53,,
"DNK","Denmark","110","Active programmes (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",1.46,,
